model,domain,mean,min,max,std
gpt,MAGE_eli5,0.959393064,0.933526012,0.98265896,0.009663425
gpt,MAGE_eli5,0.958935484,0.925806452,0.980645161,0.010373115
opt,MAGE_eli5,0.896066838,0.858611825,0.938303342,0.015110479
opt,MAGE_eli5,0.872109375,0.833333333,0.908854167,0.01644895
opt,MAGE_eli5,0.932710027,0.907859079,0.959349593,0.011394328
opt,MAGE_eli5,0.917025641,0.876923077,0.943589744,0.013861014
opt,MAGE_eli5,0.93238342,0.901554404,0.968911917,0.011854814
opt,MAGE_eli5,0.911723238,0.851174935,0.950391645,0.016825887
opt,MAGE_eli5,0.885208333,0.828125,0.916666667,0.015495924
opt,MAGE_eli5,0.921662404,0.890025575,0.948849105,0.012059971
opt,MAGE_eli5,0.867791878,0.819796954,0.903553299,0.015893684
t0,MAGE_eli5,0.880326633,0.849246231,0.917085427,0.014644778
t0,MAGE_eli5,0.864769231,0.797435897,0.9,0.016116659
text-davinci-002,MAGE_eli5,0.7784875,0.74,0.82,0.01500031
text-davinci-003,MAGE_eli5,0.837325,0.80125,0.86875,0.012259067
13B,MAGE_hswag,0.962164948,0.93814433,0.981958763,0.008706503
30B,MAGE_hswag,0.951221374,0.926208651,0.979643766,0.01112993
65B,MAGE_hswag,0.957608142,0.933842239,0.982188295,0.010300876
7B,MAGE_hswag,0.962435233,0.935233161,0.976683938,0.008608058
bloom,MAGE_hswag,0.97986413,0.967391304,0.994565217,0.006475542
flan,MAGE_hswag,0.728916877,0.670025189,0.785894207,0.022890256
flan,MAGE_hswag,0.737017544,0.689223058,0.796992481,0.022080942
flan,MAGE_hswag,0.772828283,0.722222222,0.823232323,0.021164088
flan,MAGE_hswag,0.760805195,0.696103896,0.805194805,0.022652943
flan,MAGE_hswag,0.848629442,0.804568528,0.893401015,0.018970972
GLM130B,MAGE_hswag,0.973820513,0.948717949,0.98974359,0.006378268
gpt-3.5-turbo,MAGE_hswag,0.88395,0.85625,0.91,0.011027857
gpt,MAGE_hswag,0.970143678,0.948275862,0.99137931,0.009021554
gpt,MAGE_hswag,0.93556391,0.898496241,0.973684211,0.01402593
opt,MAGE_hswag,0.961305483,0.937336815,0.979112272,0.00903993
opt,MAGE_hswag,0.954391534,0.931216931,0.976190476,0.009834941
opt,MAGE_hswag,0.941229236,0.910299003,0.966777409,0.011915071
opt,MAGE_hswag,0.949573333,0.928,0.973333333,0.010311216
opt,MAGE_hswag,0.944369748,0.918767507,0.971988796,0.009026496
opt,MAGE_hswag,0.949482759,0.916666667,0.977011494,0.01161825
opt,MAGE_hswag,0.950815217,0.918478261,0.970108696,0.010845521
opt,MAGE_hswag,0.939005236,0.910994764,0.963350785,0.011996271
opt,MAGE_hswag,0.923385013,0.896640827,0.963824289,0.012105321
t0,MAGE_hswag,0.761954315,0.720812183,0.80964467,0.01844852
t0,MAGE_hswag,0.7439599,0.684210526,0.802005013,0.021576539
text-davinci-002,MAGE_hswag,0.8158375,0.785,0.84625,0.012114061
text-davinci-003,MAGE_hswag,0.81635,0.78125,0.85125,0.013989173
13B,MAGE_roct,0.94780303,0.924242424,0.977272727,0.009810214
30B,MAGE_roct,0.946218274,0.921319797,0.969543147,0.009216294
65B,MAGE_roct,0.956481013,0.93164557,0.97721519,0.010513605
7B,MAGE_roct,0.973527919,0.954314721,0.987309645,0.0074828
bloom,MAGE_roct,0.976373057,0.955958549,0.992227979,0.007503789
flan,MAGE_roct,0.798947368,0.756892231,0.859649123,0.019356434
flan,MAGE_roct,0.760358974,0.705128205,0.807692308,0.019012121
flan,MAGE_roct,0.79202046,0.744245524,0.841432225,0.019103944
flan,MAGE_roct,0.725732323,0.674242424,0.777777778,0.019665272
flan,MAGE_roct,0.826464646,0.782828283,0.858585859,0.016534196
GLM130B,MAGE_roct,0.97780303,0.962121212,0.98989899,0.005966075
gpt-3.5-turbo,MAGE_roct,0.964175,0.945,0.985,0.006881528
gpt,MAGE_roct,0.987155689,0.967065868,1,0.005823902
gpt,MAGE_roct,0.959313725,0.937908497,0.977124183,0.008927086
opt,MAGE_roct,0.966045918,0.943877551,0.992346939,0.00821796
opt,MAGE_roct,0.967466307,0.946091644,0.983827493,0.008020232
opt,MAGE_roct,0.955657143,0.92,0.977142857,0.009792571
opt,MAGE_roct,0.96630102,0.941326531,0.987244898,0.009380373
opt,MAGE_roct,0.967263158,0.934210526,0.981578947,0.008629789
opt,MAGE_roct,0.976937669,0.956639566,0.991869919,0.006621343
opt,MAGE_roct,0.958909574,0.933510638,0.981382979,0.009910748
opt,MAGE_roct,0.932128205,0.894871795,0.958974359,0.012345271
opt,MAGE_roct,0.913686869,0.881313131,0.944444444,0.013135727
t0,MAGE_roct,0.771868687,0.71969697,0.818181818,0.02129244
t0,MAGE_roct,0.774126582,0.713924051,0.817721519,0.02015248
text-davinci-002,MAGE_roct,0.865725,0.83625,0.895,0.011923816
text-davinci-003,MAGE_roct,0.913925,0.88625,0.935,0.009486534
gen,MAGE_sci,0.795865922,0.74301676,0.840782123,0.018952043
gen,MAGE_sci,0.7603125,0.700520833,0.809895833,0.021881888
gen,MAGE_sci,0.737830688,0.669312169,0.798941799,0.02413099
gen,MAGE_sci,0.815972973,0.764864865,0.856756757,0.018566965
gen,MAGE_sci,0.979559322,0.962711864,0.996610169,0.007685655
gen,MAGE_sci,0.947319588,0.914948454,0.971649485,0.011522164
gen,MAGE_sci,0.939765013,0.908616188,0.971279373,0.01221417
gen,MAGE_sci,0.969715762,0.948320413,0.992248062,0.008582515
gen,MAGE_sci,0.940574713,0.91091954,0.968390805,0.011486123
gen,MAGE_sci,0.942157895,0.923684211,0.973684211,0.010215918
gen,MAGE_sci,0.86428125,0.821875,0.9,0.018010759
gen,MAGE_sci,0.874603581,0.828644501,0.915601023,0.016205756
gen,MAGE_sci,0.967169811,0.938679245,0.995283019,0.012251316
gen,MAGE_sci,0.984575163,0.947712418,1,0.010894038
gen,MAGE_sci,0.934044321,0.908587258,0.966759003,0.012877163
gen,MAGE_sci,0.917362319,0.884057971,0.944927536,0.013257215
gen,MAGE_sci,0.981266667,0.956666667,0.996666667,0.00763623
gen,MAGE_sci,0.969152542,0.943502825,0.994350282,0.009897639
gen,MAGE_sci,0.980228571,0.954285714,0.997142857,0.007691002
gen,MAGE_sci,0.951706587,0.922155689,0.979041916,0.010737496
gen,MAGE_sci,0.945196629,0.918539326,0.97752809,0.01252084
gen,MAGE_sci,0.96398374,0.937669377,0.983739837,0.009662693
gen,MAGE_sci,0.928324468,0.893617021,0.957446809,0.012378924
gen,MAGE_sci,0.886529563,0.843187661,0.922879177,0.017614395
gen,MAGE_sci,0.906778351,0.87628866,0.943298969,0.01557225
gen,MAGE_sci,0.765606061,0.708333333,0.806818182,0.022741807
gen,MAGE_sci,0.837824934,0.782493369,0.880636605,0.019090476
13B,MAGE_squad,0.910871795,0.866666667,0.938461538,0.013241571
30B,MAGE_squad,0.900257732,0.865979381,0.932989691,0.014387266
65B,MAGE_squad,0.891476684,0.85492228,0.92746114,0.014006467
7B,MAGE_squad,0.935438144,0.909793814,0.958762887,0.011155611
bloom,MAGE_squad,0.959230769,0.936813187,0.975274725,0.009130162
flan,MAGE_squad,0.885470738,0.829516539,0.913486005,0.014781804
flan,MAGE_squad,0.88435443,0.84556962,0.913924051,0.014005203
flan,MAGE_squad,0.922313625,0.889460154,0.961439589,0.011916065
flan,MAGE_squad,0.871439791,0.829842932,0.910994764,0.016451131
flan,MAGE_squad,0.896398964,0.865284974,0.932642487,0.015401622
GLM130B,MAGE_squad,0.906793893,0.870229008,0.936386768,0.013172974
gpt-3.5-turbo,MAGE_squad,0.774310777,0.729323308,0.822055138,0.020025982
gpt,MAGE_squad,0.957361111,0.934027778,0.982638889,0.010711548
gpt,MAGE_squad,0.963584071,0.933628319,0.986725664,0.011387539
opt,MAGE_squad,0.915549738,0.882198953,0.955497382,0.014297773
opt,MAGE_squad,0.896895604,0.868131868,0.934065934,0.01338179
opt,MAGE_squad,0.967525424,0.93220339,0.989830508,0.010978281
opt,MAGE_squad,0.943369272,0.911051213,0.967654987,0.01082579
opt,MAGE_squad,0.957966574,0.935933148,0.980501393,0.010008884
opt,MAGE_squad,0.921519337,0.883977901,0.958563536,0.013210835
opt,MAGE_squad,0.923613445,0.890756303,0.957983193,0.011869834
opt,MAGE_squad,0.924114441,0.888283379,0.95640327,0.013803757
opt,MAGE_squad,0.883488372,0.819121447,0.917312661,0.018175621
t0,MAGE_squad,0.912362205,0.879265092,0.937007874,0.013314941
t0,MAGE_squad,0.881060606,0.840909091,0.926767677,0.015085477
text-davinci-002,MAGE_squad,0.819564103,0.769230769,0.866666667,0.018122352
text-davinci-003,MAGE_squad,0.723884712,0.674185464,0.784461153,0.023736609
13B,MAGE_tldr,0.919673203,0.885620915,0.954248366,0.014579202
30B,MAGE_tldr,0.906282895,0.865131579,0.944078947,0.015418334
65B,MAGE_tldr,0.910131579,0.871710526,0.944078947,0.014643057
7B,MAGE_tldr,0.935263158,0.891447368,0.970394737,0.012500874
bloom,MAGE_tldr,0.953221477,0.922818792,0.979865772,0.011132883
flan,MAGE_tldr,0.828660131,0.774509804,0.875816993,0.021185283
flan,MAGE_tldr,0.809185668,0.752442997,0.859934853,0.02226229
flan,MAGE_tldr,0.868388158,0.828947368,0.914473684,0.019177885
flan,MAGE_tldr,0.801644295,0.744966443,0.862416107,0.023224015
flan,MAGE_tldr,0.890098039,0.836601307,0.941176471,0.017574993
GLM130B,MAGE_tldr,0.855264901,0.811258278,0.90397351,0.01803421
gpt-3.5-turbo,MAGE_tldr,0.9087,0.88,0.9325,0.01073075
gpt,MAGE_tldr,0.945762712,0.906779661,0.978813559,0.013399482
gpt,MAGE_tldr,0.93384,0.896,0.964,0.014115483
opt,MAGE_tldr,0.912425249,0.863787375,0.940199336,0.015107029
opt,MAGE_tldr,0.904466667,0.87,0.94,0.015324547
opt,MAGE_tldr,0.940428571,0.903571429,0.975,0.013770283
opt,MAGE_tldr,0.938466667,0.9,0.973333333,0.013269375
opt,MAGE_tldr,0.945133333,0.916666667,0.986666667,0.012403794
opt,MAGE_tldr,0.940276817,0.903114187,0.972318339,0.012896558
opt,MAGE_tldr,0.917725753,0.876254181,0.956521739,0.014782213
opt,MAGE_tldr,0.922818792,0.889261745,0.953020134,0.014011561
opt,MAGE_tldr,0.893486842,0.855263158,0.924342105,0.014783458
t0,MAGE_tldr,0.856785714,0.792207792,0.918831169,0.021540949
t0,MAGE_tldr,0.843322476,0.801302932,0.895765472,0.020082193
text-davinci-002,MAGE_tldr,0.82125,0.785,0.84875,0.012874442
text-davinci-003,MAGE_tldr,0.8519875,0.82875,0.87625,0.011427603
13B,MAGE_wp,0.916246787,0.881748072,0.951156812,0.01534685
30B,MAGE_wp,0.903917526,0.87628866,0.932989691,0.014263521
65B,MAGE_wp,0.895310881,0.844559585,0.932642487,0.014830242
7B,MAGE_wp,0.919088542,0.895833333,0.950520833,0.012482314
bloom,MAGE_wp,0.988200514,0.969151671,1,0.005481895
flan,MAGE_wp,0.988769231,0.974358974,1,0.005341088
flan,MAGE_wp,0.983392857,0.969387755,0.99744898,0.006126474
flan,MAGE_wp,0.993040201,0.969849246,1,0.004599161
flan,MAGE_wp,0.979153846,0.961538462,0.997435897,0.007138439
flan,MAGE_wp,0.979585492,0.96373057,0.992227979,0.006548562
GLM130B,MAGE_wp,0.959431525,0.937984496,0.979328165,0.009622916
gpt-3.5-turbo,MAGE_wp,0.905425,0.88375,0.92875,0.008851718
gpt,MAGE_wp,0.987229299,0.964968153,1,0.006812352
gpt,MAGE_wp,0.99370229,0.980916031,1,0.004215263
opt,MAGE_wp,0.978989362,0.957446809,0.992021277,0.006628757
opt,MAGE_wp,0.95603125,0.925,0.9875,0.01174533
opt,MAGE_wp,0.993290735,0.980830671,1,0.004437667
opt,MAGE_wp,0.989095607,0.963824289,1,0.006239066
opt,MAGE_wp,0.99226776,0.980874317,1,0.004272752
opt,MAGE_wp,0.970574713,0.942528736,0.985632184,0.009051321
opt,MAGE_wp,0.974,0.95,0.990625,0.008904215
opt,MAGE_wp,0.983521505,0.970430108,0.997311828,0.006061181
opt,MAGE_wp,0.958020833,0.932291667,0.979166667,0.009525483
t0,MAGE_wp,0.966870229,0.946564885,0.984732824,0.008021925
t0,MAGE_wp,0.967752525,0.944444444,0.984848485,0.008530426
text-davinci-002,MAGE_wp,0.8735125,0.845,0.90375,0.01255002
text-davinci-003,MAGE_wp,0.909775,0.8875,0.9325,0.009897486
13B,MAGE_xsum,0.759874372,0.703517588,0.809045226,0.023478455
30B,MAGE_xsum,0.738919598,0.668341709,0.791457286,0.021191085
65B,MAGE_xsum,0.729748744,0.670854271,0.778894472,0.023810353
7B,MAGE_xsum,0.798693467,0.756281407,0.83919598,0.01853684
bloom,MAGE_xsum,0.96680203,0.95177665,0.987309645,0.007982839
flan,MAGE_xsum,0.933575,0.9,0.96,0.011510069
flan,MAGE_xsum,0.942932331,0.919799499,0.969924812,0.011093738
flan,MAGE_xsum,0.956975,0.9325,0.98,0.009288413
flan,MAGE_xsum,0.926709845,0.898963731,0.955958549,0.01223083
flan,MAGE_xsum,0.943005051,0.914141414,0.972222222,0.010781194
GLM130B,MAGE_xsum,0.812106599,0.763959391,0.860406091,0.018774224
gpt-3.5-turbo,MAGE_xsum,0.9073875,0.8775,0.9375,0.010789677
gpt,MAGE_xsum,0.971612022,0.948087432,0.989071038,0.008427104
gpt,MAGE_xsum,0.979295775,0.954929577,0.991549296,0.007757142
opt,MAGE_xsum,0.92045,0.8625,0.945,0.013877986
opt,MAGE_xsum,0.895782828,0.856060606,0.929292929,0.016765448
opt,MAGE_xsum,0.970263158,0.95,0.989473684,0.008334383
opt,MAGE_xsum,0.958170426,0.937343358,0.977443609,0.009589636
opt,MAGE_xsum,0.970732323,0.944444444,0.987373737,0.008923389
opt,MAGE_xsum,0.950765306,0.926020408,0.974489796,0.010417653
opt,MAGE_xsum,0.928333333,0.893939394,0.954545455,0.012865202
opt,MAGE_xsum,0.949748111,0.926952141,0.977329975,0.009675643
opt,MAGE_xsum,0.90813602,0.874055416,0.934508816,0.013450561
t0,MAGE_xsum,0.951375,0.9275,0.975,0.009390349
t0,MAGE_xsum,0.9163,0.885,0.95,0.012367888
text-davinci-002,MAGE_xsum,0.7739125,0.735,0.8025,0.013582723
text-davinci-003,MAGE_xsum,0.8549625,0.83375,0.8775,0.011127213
13B,MAGE_yelp,0.835438144,0.783505155,0.87371134,0.017835045
30B,MAGE_yelp,0.802102564,0.764102564,0.841025641,0.016429912
65B,MAGE_yelp,0.813622449,0.778061224,0.867346939,0.017217388
7B,MAGE_yelp,0.844923077,0.797435897,0.88974359,0.017491418
bloom,MAGE_yelp,0.939486486,0.916216216,0.967567568,0.010734752
flan,MAGE_yelp,0.785577889,0.74120603,0.82160804,0.020164547
flan,MAGE_yelp,0.761586902,0.715365239,0.823677582,0.018959415
flan,MAGE_yelp,0.827959698,0.783375315,0.866498741,0.016548489
flan,MAGE_yelp,0.799793814,0.755154639,0.840206186,0.017693424
flan,MAGE_yelp,0.820331633,0.783163265,0.882653061,0.018538957
GLM130B,MAGE_yelp,0.860981912,0.816537468,0.901808786,0.015698412
gpt-3.5-turbo,MAGE_yelp,0.875614035,0.827067669,0.914786967,0.015262302
gpt,MAGE_yelp,0.932769679,0.883381924,0.965014577,0.013528362
gpt,MAGE_yelp,0.924713896,0.899182561,0.95640327,0.012807711
opt,MAGE_yelp,0.869260204,0.826530612,0.908163265,0.017753309
opt,MAGE_yelp,0.831846966,0.786279683,0.875989446,0.018862793
opt,MAGE_yelp,0.916657754,0.879679144,0.949197861,0.014704311
opt,MAGE_yelp,0.891439589,0.853470437,0.93059126,0.01392225
opt,MAGE_yelp,0.916871795,0.882051282,0.946153846,0.013206719
opt,MAGE_yelp,0.853605263,0.815789474,0.905263158,0.018276776
opt,MAGE_yelp,0.883290155,0.836787565,0.919689119,0.015736389
opt,MAGE_yelp,0.899132653,0.857142857,0.93622449,0.014240087
opt,MAGE_yelp,0.841464646,0.78030303,0.881313131,0.018593429
t0,MAGE_yelp,0.870394089,0.812807882,0.921182266,0.02179189
t0,MAGE_yelp,0.887944862,0.857142857,0.922305764,0.013626692
text-davinci-002,MAGE_yelp,0.655075758,0.598484848,0.70959596,0.022218787
text-davinci-003,MAGE_yelp,0.761923077,0.728205128,0.807692308,0.018751695
